Geneid	B032-1	B032-2	B032-4	B032-6	OM5011-1	OM5011-2	OM5011-4	OM5011-6	OM5334-1	OM5334-2	OM5334-4	OM5334-6
SNORD115-16	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-17	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-18	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-19	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-20	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-21	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-22	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-23	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-24	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-25	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-26	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-27	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-28	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-29	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-30	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-31	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-32	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-33	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-34	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-35	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-36	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-37	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-38	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-39	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-40	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-41	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-42	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-43	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-44	0	0	0	0	0	0	0	0	0	0	0	0
RP11-145P16.2	0	0	0	0	1	1	0	0	0	1	0	7
SNORD115-45	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-46	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-47	0	0	0	0	0	0	0	0	0	0	0	0
SNORD115-48	0	0	0	0	0	0	0	0	0	0	0	0
SNORD109B	0	0	0	0	0	0	0	0	0	0	0	0
UBE3A	2911	4144	2866	2864	2764	3111	2971	3331	4807	4999	3673	3001
RP13-487P22.1	3	0	0	0	0	0	0	0	0	0	0	0
AC124997.1	0	0	0	0	0	0	0	0	3	0	0	3
AC023449.2	5	5	7	3	2	5	5	4	7	3	10	4
ATP10A	722	1005	1076	1789	1100	1478	1650	1506	2362	2279	1667	1941
RP11-345J18.2	169	316	271	521	317	490	316	308	337	373	468	413
RNA5SP390	0	0	0	0	0	0	0	0	0	0	0	2
MIR4715	0	2	0	0	2	0	5	1	1	1	0	2
RP11-2C7.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1084I9.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-446P9.1	9	13	7	1	2	1	4	2	8	8	14	3
RP11-1084I9.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1084I9.3	0	0	0	0	0	0	0	0	0	0	0	0
AC009878.2	0	0	0	0	0	0	0	0	0	0	0	0
GABRB3	0	1	0	0	0	0	0	7	0	0	8	5
RP11-345N11.1	0	0	0	0	0	0	0	0	0	0	1	0
AC011196.3	0	0	0	0	0	0	0	0	0	0	0	0
AC135999.2	0	0	0	0	0	0	0	0	0	0	0	0
GABRA5	0	0	0	0	0	0	0	0	0	0	0	0
RP13-188P24.2	0	0	0	0	0	0	0	0	0	0	0	0
GABRG3	0	0	0	0	0	0	0	0	0	0	0	0
AC136896.1	0	0	0	0	0	0	0	0	0	0	0	0
AC136896.2	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP391	0	0	0	0	0	0	0	0	0	0	0	0
AC145436.1	0	0	0	0	0	0	0	0	0	0	0	0
AC144833.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-100M12.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-100M12.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-100M12.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-30G8.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-30G8.1	0	0	0	0	0	0	0	0	0	0	0	0
OCA2	0	0	0	0	0	0	0	0	0	0	0	0
AC090696.2	0	0	0	0	0	0	0	0	0	0	0	0
AC079090.1	7	5	2	9	6	4	2	11	16	11	7	5
HERC2	1404	2102	1874	1326	1427	1284	1562	1736	1758	1524	1373	1191
RPL41P2	316	384	251	321	599	356	364	534	449	429	402	272
RP11-578F21.3	0	0	0	0	1	0	0	1	1	0	0	0
RP11-536P16.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-483E23.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-483E23.3	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8F	0	3	0	0	0	0	0	1	0	2	0	0
RN7SL238P	0	0	0	0	0	0	0	0	0	0	0	0
ABCB10P3	0	2	0	0	0	0	0	0	0	0	0	0
RP11-483E23.9	0	0	0	0	0	0	0	0	0	0	0	0
RP11-483E23.10	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536P16.6	0	0	0	0	0	0	0	0	0	0	0	0
RP11-483E23.4	0	0	3	1	1	2	2	0	0	2	0	0
RP11-483E23.5	0	0	0	0	0	0	0	0	0	0	0	0
MIR4509-3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536P16.5	0	0	0	1	3	1	0	0	0	0	0	0
ABCB10P4	0	0	0	0	0	3	0	0	0	0	0	0
GOLGA8G	0	1	0	0	0	0	0	1	0	0	1	1
RP11-536P16.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-578F21.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-483E23.7	0	0	0	0	0	0	0	0	0	0	0	0
RP11-665A22.1	0	0	1	0	0	0	0	0	0	0	0	0
HERC2P9	180	260	257	234	202	160	282	236	276	272	279	199
RP11-578F21.2	3	0	0	3	0	1	0	0	0	0	0	0
GOLGA8M	3	8	5	3	4	3	4	3	3	7	3	3
RN7SL719P	0	0	0	0	0	0	3	0	1	0	0	0
RP11-578F21.6	1	0	1	0	0	6	0	2	0	6	2	5
WHAMMP2	238	309	218	148	719	639	887	793	1301	1376	1239	863
RP11-578F21.9	9	16	2	5	48	25	37	42	45	63	82	47
RP11-578F21.10	4	0	1	2	2	3	0	2	3	1	0	1
AC055876.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-578F21.12	28	18	13	48	69	81	81	189	166	152	159	192
RP11-578F21.13	0	0	0	0	0	0	0	0	2	0	0	0
RP11-483E23.8	5	1	0	6	0	0	1	0	7	0	2	0
WI2-2334D6.1	0	0	0	0	0	0	0	0	0	0	0	0
APBA2	1440	1629	1681	880	3511	2941	3556	3293	6435	6474	5560	3052
RP13-126C7.1	3	2	4	0	2	6	15	0	22	25	22	9
FAM189A1	0	3	3	0	9	0	0	1	1	10	0	6
RP11-37J13.1	2	5	1	3	0	3	0	1	0	3	4	1
RF00201	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE3	6157	7861	5195	4632	5623	5405	5413	5946	4108	5048	3350	3201
CTD-3118D7.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-300A12.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-300A12.1	0	0	0	0	0	0	0	0	0	0	0	1
RP11-680F8.1	0	0	1	2	0	0	0	0	0	0	0	0
TJP1	0	5	0	0	0	1	0	0	0	2	0	0
RP11-680F8.4	0	0	0	0	0	0	0	0	0	0	0	0
HMGN2P5	26	13	16	33	21	27	19	21	29	38	22	32
RP11-680F8.3	3	2	1	2	2	1	0	1	3	2	1	0
CTD-2022H16.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-143J24.1	1	6	6	2	3	5	2	8	4	2	1	1
CTD-2022H16.3	13	12	4	15	11	18	7	13	11	9	12	3
CTD-2022H16.1	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8J	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL673P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-932O9.1	0	0	0	0	0	0	0	0	0	0	0	0
ULK4P3	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8T	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL469P	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P30	0	0	0	0	0	0	0	0	0	0	0	0
RP11-932O9.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-932O9.4	0	0	0	0	0	0	0	0	0	0	0	0
AC026150.5	0	0	0	0	0	0	0	1	0	3	0	0
RP11-261B23.1	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-17P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-261B23.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-382B18.1	1	0	0	0	0	0	1	0	1	0	0	0
CHRFAM7A	0	1	2	4	1	2	0	0	0	5	0	0
RP11-382B18.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-382B18.6	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8R	0	0	0	0	0	2	0	0	1	1	3	1
RN7SL196P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-382B18.5	0	0	0	0	0	0	0	0	0	0	0	0
CTD-3092A11.1	72	107	88	72	49	40	75	52	134	137	92	58
CTD-3092A11.2	105	178	127	119	98	125	144	55	254	166	189	93
CTD-3092A11.3	2	2	7	1	2	3	2	5	14	9	7	17
AC026150.6	1	0	3	0	0	0	0	0	4	7	6	3
AC026150.8	0	0	0	1	0	1	1	0	2	0	5	0
GOLGA8Q	2	0	0	0	0	0	0	0	0	1	0	0
RN7SL796P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-932O9.6	0	0	0	0	0	0	0	0	0	0	0	0
ULK4P2	0	0	1	0	1	2	0	1	0	1	4	2
GOLGA8H	1	4	3	0	8	8	9	7	13	10	3	6
RP11-932O9.8	0	0	2	0	9	1	4	0	1	1	5	3
RN7SL628P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-932O9.9	0	0	1	0	0	0	2	0	2	1	3	0
RP11-932O9.7	2	9	6	0	15	7	2	9	6	10	4	7
ARHGAP11B	13	12	7	14	11	6	16	10	7	11	7	7
RP11-736I24.5	21	35	14	22	13	19	20	13	18	14	11	9
RP11-736I24.3	0	0	1	2	1	0	0	0	0	3	0	1
RP11-932O9.10	9	4	6	26	9	0	12	1	22	0	6	2
RP5-1086D14.6	91	97	155	151	48	33	84	141	109	30	33	40
RP11-736I24.4	0	0	1	0	0	0	0	1	0	4	0	0
RP5-1086D14.1	0	1	5	0	0	0	2	1	4	2	3	4
RN7SL82P	0	2	0	0	0	0	0	0	0	0	0	0
RP5-1086D14.5	0	1	2	0	0	1	1	1	16	41	24	25
RP11-540B6.2	4	10	2	8	15	5	4	3	17	7	16	7
RP11-540B6.3	0	1	0	0	0	0	3	1	2	0	4	0
FAN1	136	190	145	172	111	121	201	122	263	200	201	143
RP11-540B6.6	78	117	63	87	119	119	100	84	91	112	65	87
MTMR10	171	325	252	292	262	300	272	233	564	668	655	514
RNU6-466P	0	0	0	1	0	0	2	0	4	0	0	0
TRPM1	0	0	0	0	0	0	5	0	0	0	0	0
RP11-348B17.1	0	0	0	0	0	0	0	0	0	0	0	0
MIR211	0	0	0	0	0	0	0	0	0	0	0	0
RP11-16E12.1	137	156	121	135	135	119	146	94	84	115	121	58
RP11-16E12.2	123	75	89	131	16	0	22	5	0	21	1	1
KLF13	4498	5556	4634	4244	5534	5244	5110	6841	6934	6534	5209	4359
RP11-126F18.1	0	0	0	0	0	1	0	0	0	0	0	0
RP11-126F18.2	11	9	4	3	16	14	4	3	17	4	14	4
OTUD7A	172	207	256	57	370	367	420	220	333	294	260	177
RP11-456J20.1	0	0	0	0	0	0	0	3	0	0	0	0
RP11-456J20.2	0	0	0	0	0	0	0	0	0	0	0	0
CHRNA7	0	2	0	2	6	4	2	1	0	0	0	0
RP11-624A21.1	0	0	0	0	0	0	0	0	1	0	0	0
RP13-395E19.4	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-18P	0	0	0	0	0	0	0	0	0	0	0	0
RP13-395E19.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-717I24.1	0	0	0	0	0	0	0	0	0	0	0	0
DNM1P31	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8K	2	0	0	0	0	0	0	0	0	0	1	0
RN7SL185P	0	0	0	0	0	0	0	0	0	0	0	0
RP13-395E19.3	0	0	0	0	0	0	0	0	0	0	0	0
ULK4P1	0	0	0	0	0	0	0	0	1	0	0	0
DNM1P32	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8O	0	0	0	0	0	0	0	0	1	1	0	0
RN7SL539P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-632K20.8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-632K20.6	4	0	1	1	0	0	0	2	0	5	2	5
RP11-632K20.2	1	1	3	4	2	0	1	4	13	13	17	17
RP11-632K20.7	187	217	211	169	290	188	279	290	387	397	337	233
RP11-1000B6.3	87	182	121	45	132	83	134	59	199	175	218	77
RP11-1000B6.7	0	0	0	0	0	0	0	0	0	2	0	0
RP11-1000B6.8	10	17	9	9	5	15	17	6	1	9	7	6
GOLGA8N	8	25	15	10	11	10	31	10	24	26	28	9
RN7SL286P	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1000B6.5	1	0	0	0	1	5	1	11	13	0	0	0
ARHGAP11A	161	240	216	245	207	210	115	260	181	224	152	199
SCG5	26	33	40	40	24	39	21	9	9	2	30	11
RP11-1000B6.2	1	0	0	2	0	0	0	0	2	2	1	2
RP11-758N13.1	0	0	0	0	0	0	0	0	0	0	0	0
GREM1	7	8	4	5	3	1	4	5	1	1	4	0
FMN1	551	614	438	621	1	1	0	2	0	0	0	2
RP11-758N13.3	12	27	36	23	0	2	1	0	1	1	1	6
RP11-250G15.1	0	1	0	0	0	0	0	0	0	2	0	3
RP11-12O16.1	0	0	0	0	0	0	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0	0	0	0	0	0	0
RP11-489D6.2	0	0	0	0	0	0	0	0	0	0	0	0
RYR3	14	56	29	23	36	8	37	25	33	18	46	14
RP11-3D4.4	0	2	0	1	0	0	0	3	0	0	1	2
RP11-3D4.3	0	2	4	13	0	9	5	0	8	5	13	2
RP11-3D4.2	0	20	11	5	1	7	12	11	11	6	17	6
AVEN	202	235	239	269	279	206	297	467	261	170	177	279
CHRM5	0	5	3	3	0	1	5	2	9	5	1	2
RP11-74D7.3	0	0	0	0	3	2	0	0	5	4	13	0
RP11-74D7.1	0	0	0	2	0	0	0	0	0	0	0	0
EMC7	5059	5912	4479	4970	4526	4605	4564	5483	4283	4861	3872	4014
RP11-1084A12.1	36	34	60	42	44	38	44	54	12	17	34	14
PGBD4	124	228	172	156	150	174	123	171	295	296	249	242
KATNBL1	806	1070	786	1002	764	938	899	1135	781	804	672	602
EMC4	5026	5982	4582	4979	5382	5177	5509	6460	6546	6781	6118	5602
SLC12A6	858	1179	966	666	1443	1276	1103	1161	2666	1997	1849	1174
RP11-1084A12.2	1	2	1	1	2	0	1	3	4	1	3	0
NOP10	6754	8872	6656	8065	8094	7852	7443	10221	7395	8184	6777	6904
NUTM1	0	2	6	0	1	3	2	3	0	0	15	1
LPCAT4	2286	3069	2791	2610	2605	2026	2688	2865	2344	1815	1812	1253
RP11-602M11.3	7	10	12	8	15	4	12	15	15	10	7	5
GOLGA8A	3415	6253	8060	1188	3869	4490	8057	847	7366	5604	8961	1135
MIR1233-1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-602M11.4	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1H8.1	0	1	0	0	0	0	0	0	0	0	0	0
RP11-1H8.5	37	55	75	15	29	27	38	11	25	13	20	9
RP11-1H8.2	19	26	25	9	10	8	13	10	26	19	18	12
RP11-1H8.3	0	1	0	0	0	1	0	0	0	0	0	0
RP11-1H8.6	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8B	2157	4022	5130	2506	2031	2189	3802	1267	3430	2552	4149	1313
MIR1233-2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1H8.4	0	0	0	0	0	0	0	1	0	0	0	1
CTD-2125J1.1	0	0	0	0	0	0	0	0	0	0	0	0
GJD2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-814P5.1	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	3	1	1	0	0	1	2	2	0	1	3	0
RP11-83J16.3	2	4	4	0	0	1	0	0	0	0	0	0
AQR	1305	1748	1551	1458	1790	1646	1677	1670	2838	2457	2246	1551
RP11-83J16.1	49	71	68	46	104	57	58	89	84	65	78	53
ZNF770	2777	3914	3019	1927	3733	3660	4211	2946	3191	3610	2835	2444
RP11-463I20.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-463I20.3	0	0	0	0	0	6	0	0	0	0	0	0
RP11-463I20.4	0	1	0	0	0	0	0	0	0	0	0	0
RP11-463I20.2	0	0	2	0	0	0	0	0	0	0	0	0
RP11-323I15.3	0	0	0	0	0	0	0	0	0	0	0	0
NANOGP8	0	0	0	0	0	0	0	0	0	0	0	0
RP11-323I15.2	39	40	34	44	40	40	31	54	60	47	37	44
RP11-323I15.5	0	0	0	0	0	0	0	0	0	0	0	0
RP11-323I15.4	8	3	2	4	3	9	9	12	5	6	3	1
ANP32AP1	16	23	45	10	21	23	13	16	25	13	11	6
DPH6	253	257	192	230	310	178	243	448	158	297	225	277
RP11-150L8.3	0	0	0	0	1	0	3	1	0	1	0	2
RP11-150L8.4	26	37	24	19	9	27	17	29	20	16	15	13
MIR3942	1	1	0	0	0	0	0	0	0	0	0	0
RP11-139F4.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-139F4.1	1	0	0	0	0	0	0	2	1	0	1	0
RP11-702M1.1	3	2	0	4	1	3	1	1	9	5	1	3
RP11-702M1.2	0	0	0	0	0	0	0	0	0	0	0	0
MIR4510	0	0	0	0	0	0	0	0	0	0	0	0
RP11-184D12.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-684B21.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-475A13.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-475A13.1	0	0	0	0	0	0	0	0	0	0	1	0
RP11-618N24.3	0	0	0	0	0	0	0	0	0	0	0	0
C15orf41	80	85	134	111	132	220	136	136	193	116	139	128
RP11-618N24.1	7	8	3	10	0	3	2	12	3	14	6	3
LARP4P	11	21	10	9	1	18	0	9	67	9	20	4
HMGB1P10	0	0	0	0	0	0	0	0	0	0	0	0
RP11-16L14.2	0	0	0	0	0	0	0	0	0	0	0	0
CSNK1A1P1	3	8	1	5	6	2	6	3	5	9	5	0
RP11-122D10.1	0	0	0	0	0	0	0	0	0	0	0	0
MEIS2	6	11	0	0	4	8	12	11	0	0	0	1
MIR8063	0	0	0	0	0	0	0	0	0	0	0	0
RP11-128A17.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-128A17.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-597G23.1	5	2	5	9	3	1	1	0	1	2	2	3
RP11-720L8.1	0	0	0	0	0	1	0	0	0	0	0	0
RP11-25H11.1	6	19	7	9	21	9	6	11	14	12	7	5
TMCO5A	0	0	0	0	0	0	3	0	0	0	0	0
RP11-1008C21.1	0	6	0	9	13	0	0	1	10	1	1	8
RP11-1008C21.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-346D14.1	0	0	1	3	0	0	0	0	1	0	0	0
SPRED1	5	25	20	34	56	33	18	51	20	0	0	8
FAM98B	502	805	676	641	659	667	784	622	929	1054	848	632
AC109631.1	4	3	4	10	5	4	9	0	24	0	0	3
RASGRP1	7981	10560	7810	7580	9758	8406	8921	7977	6682	7165	5704	4904
RP11-102L12.2	27	48	22	26	16	12	24	11	8	49	13	10
RP11-275I4.1	11	30	8	12	4	3	19	5	3	1	9	1
RP11-275I4.2	808	985	642	254	227	251	289	198	69	71	62	28
RP11-326N17.1	16	35	7	1	3	0	4	0	2	2	0	1
RP11-326N17.2	6	11	0	2	3	8	4	0	0	0	0	0
RP11-624L4.1	36	64	51	16	7	8	13	1	0	1	6	0
RP11-62C7.2	11	11	11	2	0	6	1	0	0	0	0	0
RP11-265N7.2	0	0	1	0	0	0	0	0	0	0	0	0
C15orf54	1	0	0	0	0	0	0	0	0	0	0	0
RP11-462P6.1	0	0	0	0	0	0	0	3	0	0	0	0
RP11-624L4.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-27M9.1	0	0	0	0	0	0	0	0	0	0	0	0
THBS1	196	334	211	268	222	115	87	167	131	162	98	44
CTD-2033D15.2	0	0	8	7	3	0	3	1	0	2	0	0
CTD-2033D15.3	1	0	0	0	0	0	0	2	0	0	0	0
FSIP1	1	17	12	28	20	2	8	17	32	11	8	9
RP11-37C7.1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-37C7.3	9	18	30	10	7	32	30	28	53	19	58	26
GPR176	2	2	2	0	3	11	0	0	0	0	1	0
RP11-37C7.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-325N19.3	0	0	0	0	0	0	2	0	6	0	0	2
EIF2AK4	1380	1696	1396	2300	1224	1157	972	2177	1538	1602	1267	1292
RP11-325N19.2	2	0	1	0	0	0	2	0	0	0	0	0
SRP14	17064	20649	15763	16022	21452	19686	19581	23047	20773	22524	19644	16176
RP11-521C20.4	509	640	562	415	662	461	594	730	548	591	519	393
RP11-521C20.2	2	3	7	3	0	2	3	8	4	8	5	8
RP11-521C20.5	5	18	14	1	4	3	3	1	0	0	12	8
BMF	278	268	227	277	198	212	222	280	219	272	264	414
RP11-521C20.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-521C20.1	0	0	1	0	0	0	0	0	0	0	0	0
BUB1B	11	19	25	81	6	12	13	11	12	3	8	6
RP11-133K1.2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133K1.11	0	0	0	2	0	0	0	0	0	0	0	0
RP11-133K1.7	0	0	0	0	0	0	0	0	0	0	0	0
PAK6	1	17	10	5	3	11	4	6	0	0	15	5
RP11-133K1.8	0	1	0	0	0	0	0	0	0	0	0	0
C15orf56	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133K1.9	0	0	0	6	0	0	0	0	1	0	0	1
PLCB2	1949	2705	2938	2453	1921	2079	3032	2193	2499	2477	2923	1715
ANKRD63	0	0	0	0	0	0	0	0	0	0	0	0
RP11-133K1.12	70	77	127	58	60	54	81	68	44	24	64	24
RP11-133K1.5	0	1	3	0	0	0	2	2	0	0	0	0
RP11-133K1.1	21	24	23	21	45	17	8	22	33	26	13	24
RP11-133K1.6	3	10	2	3	3	3	6	5	4	3	8	3
INAFM2	455	540	538	159	846	600	609	491	359	458	264	192
C15orf52	23	59	13	7	13	6	16	8	16	27	5	8
RNA5SP392	0	0	0	0	0	0	0	0	0	0	0	0
PHGR1	0	0	0	0	0	0	0	0	0	0	0	0
DISP2	29	6	7	4	2	3	0	5	13	5	11	9
RP11-64K12.4	0	0	0	0	0	0	0	0	0	0	0	0
KNSTRN	153	104	122	175	94	134	93	196	251	181	179	200
IVD	1136	1645	1352	1281	1334	1166	1347	1523	1932	1568	1587	1167
BAHD1	863	1177	924	929	1182	1051	1160	1242	1665	1637	1170	922
RP11-64K12.9	22	10	15	8	5	7	14	8	17	14	4	12
RP11-64K12.8	0	2	1	0	0	0	0	0	0	0	3	0
CHST14	265	358	226	284	339	251	309	332	508	574	379	232
RP11-64K12.1	30	34	25	28	36	15	27	41	32	23	51	27
RP11-111A22.1	9	20	33	15	24	19	11	6	15	2	11	15
C15orf57	717	729	599	677	574	741	678	747	935	919	773	581
RNU6-516P	6	0	3	6	5	0	8	0	4	0	3	2
RPUSD2	1215	1677	1370	997	1144	1104	1190	1554	1842	2011	1634	1184
CASC5	7	17	31	88	12	12	10	16	17	1	0	42
RN7SL376P	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2339L15.3	2	0	0	0	0	0	2	1	0	0	0	0
CTD-2339L15.1	258	457	481	278	299	388	457	231	573	490	464	394
RAD51	7	3	10	12	19	12	9	28	10	11	8	14
RP11-532F12.7	0	0	0	0	0	0	0	0	0	0	0	0
RMDN3	907	1444	980	1526	855	1164	1150	1358	1128	1275	955	958
RP11-532F12.6	2	0	4	0	0	0	3	0	1	3	1	5
GCHFR	1436	1575	1202	946	1672	1440	1629	1342	954	891	987	586
DNAJC17	801	1041	1113	895	878	999	1127	990	1203	1179	1117	843
C15orf62	128	217	146	74	91	104	81	63	125	108	115	16
ZFYVE19	1418	1929	1671	1478	1330	1390	1538	1543	1405	1639	1300	1012
PPP1R14D	0	0	0	5	0	0	2	0	10	3	0	8
RP11-532F12.5	25	14	21	40	11	16	16	23	11	36	15	11
SPINT1	96	212	154	189	232	173	157	190	82	129	137	69
RHOV	1	4	0	1	5	0	1	6	0	12	4	11
CTD-2129N1.1	0	0	0	0	0	0	0	0	0	0	0	0
VPS18	1145	1514	1089	1268	1143	1242	1050	1550	1435	1668	1482	1114
RP11-540O11.1	1	19	2	0	0	0	1	2	8	16	11	5
DLL4	1	13	0	9	0	0	5	10	1	0	3	15
ISCA1P4	3	6	1	0	1	2	3	0	6	5	0	8
CHAC1	274	338	220	791	288	197	278	558	129	59	30	236
INO80	1111	1600	1183	1621	1292	1100	1270	1856	1708	1370	1564	1892
RP11-540O11.6	0	6	2	0	1	6	0	3	8	1	0	1
RP11-540O11.7	5	13	1	17	6	9	9	3	7	23	8	14
RP11-540O11.4	0	4	0	3	0	0	0	1	2	0	1	6
RP11-540O11.8	4	2	0	0	0	0	4	0	1	0	4	2
CYCSP2	0	0	0	0	0	0	0	0	0	0	0	0
RP11-129I12.3	0	0	0	0	0	0	0	0	0	0	0	0
RP11-118J16.1	0	0	1	0	0	0	0	1	0	0	1	0
EXD1	0	1	0	0	0	0	1	0	0	0	0	1
RN7SL497P	0	0	1	0	0	0	0	0	0	0	0	0
CHP1	905	1122	799	1291	869	695	647	1337	827	675	604	677
OIP5-AS1	5947	8026	6349	6134	7077	5943	6118	6834	6972	6830	5806	4476
OIP5	40	33	37	62	26	30	26	33	28	29	29	32
NUSAP1	547	551	480	599	225	297	195	298	87	124	73	114
RP11-16O9.2	0	1	0	1	0	0	3	0	2	0	0	0
NDUFAF1	810	953	736	711	757	825	680	858	1182	1255	891	811
RTF1	5715	7215	6047	5951	6467	5709	5744	6444	6597	6399	5676	4298
RNU6-1169P	1	0	0	0	0	0	0	0	2	2	0	0
ITPKA	18	1	0	32	10	20	28	21	1	17	8	7
LTK	14	25	76	77	172	165	216	202	100	38	39	45
RPAP1	957	1192	941	841	1161	965	1343	1145	1752	1852	1287	989
TCEB1P2	42	42	36	53	46	44	29	52	32	37	33	35
TYRO3	14	7	6	9	2	12	5	14	4	8	3	26
RP11-380D11.2	0	0	0	0	0	0	0	0	0	0	0	0
MGA	1344	2017	1401	1980	1425	1352	1306	1863	2314	2118	1768	1681
MIR626	0	0	0	0	0	0	0	0	0	0	0	0
RP11-107F6.4	16	9	11	15	25	12	14	26	12	16	13	13
RP11-107F6.3	0	0	0	0	0	0	0	0	0	0	0	0
MAPKBP1	201	454	259	341	433	358	500	458	527	396	440	325
RP11-23P13.4	0	0	0	0	0	0	0	0	0	0	0	0
JMJD7	12	20	12	11	13	5	12	10	21	15	6	3
JMJD7-PLA2G4B	120	233	222	104	152	176	210	126	181	187	211	117
